"gc","map"
0.649463,0.972749
0.63817,0.971531
0.618055,0.956041
0.626393,0.972808
0.636179,0.967913
0.588392,0.937479
0.634984,0.949418
0.619674,0.961015
0.632839,0.956395
0.63717,0.956352
0.63263,0.958752
0.623029,0.968395
0.635384,0.955736
0.638146,0.960741
0.619102,0.952059
0.624743,0.959796
0.617949,0.958229
0.60402,0.940208
0.616585,0.942051
0.603212,0.957033
0.614034,0.965729
0.573742,0.957766
0.608056,0.978063
0.638836,0.976244
0.648766,0.974748
0.653269,0.980016
0.655509,0.97519
0.618681,0.97492
0.630081,0.972484
0.641346,0.975365
0.631273,0.974147
0.606575,0.958089
0.635887,0.9728
0.648759,0.975166
0.65797,0.971794
0.652495,0.969406
0.624877,0.964131
0.59994,0.964284
0.590268,0.960762
0.578061,0.950087
0.580286,0.958222
0.593617,0.951852
0.591204,0.952001
0.590279,0.962222
0.623954,0.973521
0.622885,0.973143
0.633221,0.97051
0.636284,0.956989
0.627821,0.970573
0.615174,0.957306
0.611103,0.966924
0.624299,0.976455
0.649398,0.962337
0.630059,0.956623
0.629735,0.968758
0.642591,0.979054
0.635991,0.973628
0.610192,0.973685
0.635626,0.965442
0.633411,0.967957
0.641132,0.976791
0.630644,0.974945
0.613442,0.966611
0.610643,0.957906
0.621755,0.973834
0.623262,0.97607
0.591449,0.959595
0.621875,0.971367
0.602039,0.966987
0.599013,0.970383
0.591575,0.963038
0.603352,0.959773
0.645768,0.974314
0.645941,0.973058
0.621726,0.973739
0.603863,0.970391
0.610585,0.966265
0.625034,0.969413
0.628695,0.973719
0.620048,0.975383
0.585073,0.960909
0.576328,0.953165
0.56345,0.958832
0.584421,0.950719
0.616946,0.96782
0.632402,0.970522
0.591134,0.959611
0.606127,0.972156
0.594562,0.974054
0.558334,0.970172
0.553,0.945544
0.568245,0.967866
0.580079,0.954233
0.580767,0.970172
0.612745,0.976238
0.582431,0.980407
0.616161,0.970097
0.593356,0.978467
0.55017,0.968015
0.517,0.956372
0.52518,0.974487
0.553152,0.970655
0.488681,0.944493
0.445663,0.955359
0.436808,0.956555
0.470985,0.952023
0.576676,0.97317
0.516271,0.9465
0.501408,0.88744
0.521371,0.875686
0.616941,0.966183
0.62486,0.977773
0.651348,0.972716
0.634437,0.961228
0.644159,0.980703
0.631326,0.967711
0.642541,0.969441
0.647551,0.977253
0.644475,0.977892
0.623574,0.972584
0.629137,0.971414
0.637145,0.981491
0.637906,0.963867
0.623632,0.966354
0.609244,0.972053
0.591625,0.961389
0.592378,0.943867
0.59941,0.969832
0.589276,0.976568
0.590576,0.961111
0.579688,0.963158
0.592662,0.983549
0.584962,0.952241
0.557849,0.969035
0.594208,0.974608
0.587177,0.914473
0.605491,0.9706
0.607346,0.954839
0.599835,0.902778
0.575626,0.96696
0.60021,0.969989
0.610961,0.971063
0.594346,0.951136
0.610534,0.960311
0.601273,0.983818
0.600867,0.974619
0.574703,0.951641
0.512631,0.944829
0.551481,0.936429
0.612004,0.978109
0.549223,0.966589
0.609882,0.963316
0.628143,0.978258
0.577094,0.974129
0.581834,0.951753
0.627992,0.976211
0.637013,0.972028
0.618559,0.965333
0.556496,0.924308
0.551869,0.842045
0.58061,0.845944
0.582581,0.722691
0.610487,0.438383
0.583061,0.630122
0.551588,0.7749
0.58401,0.871776
0.564075,0.799162
0.589731,0.933087
0.583744,0.821829
0.5457,0.904128
0.560051,0.884659
0.567283,0.950578
0.576377,0.964884
0.579916,0.970801
0.558393,0.954618
0.562714,0.866489
0.507656,0.887761
0.500898,0.879851
0.513175,0.854688
0.548458,0.793999
0.598804,0.91929
0.62501,0.972387
0.645885,0.975059
0.634679,0.974397
0.642581,0.971785
0.645046,0.975034
0.649598,0.97323
0.654803,0.970556
0.65586,0.982562
0.641789,0.969786
0.623081,0.96089
0.635987,0.974884
0.643218,0.968848
0.622386,0.95088
0.611448,0.956294
0.616356,0.960576
0.635163,0.969007
0.62874,0.969323
0.620957,0.9715
0.613394,0.971308
0.598696,0.914759
0.524845,0.94317
0.546014,0.936993
0.487672,0.908718
0.49773,0.934439
0.527179,0.881522
0.614471,0.921526
0.603002,0.954628
0.572514,0.952396
0.59082,0.955643
0.613249,0.96369
